ID,Zero Crossing Rate,Spectral Centroid,Spectral Rolloff
2971,3667,739.2676733,1406.931386
2972,24668,3571.746522,7241.711914
2974,8181,833.4373236,1579.368819
2976,1151,1220.35313,2373.266602
2980,2733,616.033363,1235.123914
2982,3825,653.2457304,881.0287151
2983,7672,1080.439228,2119.245164
2984,7318,848.648142,1284.547197
2986,385,164.6582913,89.15994395
2987,1248,648.5637874,1079.812118
2988,9921,941.5855328,1513.90901
2989,2161,731.0992542,1057.296966
299,11328,1378.805573,1910.151155
2991,4528,1569.109969,2575.484426
2992,24044,2794.369916,5468.204336
2993,7508,800.6892401,1443.036685
2994,1669,436.6809081,517.7704507
2995,8886,1217.740405,2424.295389
2996,25942,2187.349099,4142.083263
2997,59492,3588.082176,6159.756015
2998,3269,870.7726476,1606.032422
3,8900,867.304832,1474.213018
300,191,1331.048981,2866.069336
3001,1290,1180.735605,2060.17669
3003,6212,771.278533,1189.451761
3004,13176,1327.7901,2474.321077
3006,1213,277.2164656,248.443232
3008,8705,816.9942941,1309.029762
301,12866,1552.360774,3616.719088
3011,9343,694.165321,977.1549955
3012,522,2188.402679,4479.803467
3013,11801,1049.452388,1848.547469
3014,6393,1308.990689,3119.256114
3016,15957,1163.714489,2002.743928
3018,18347,1599.204341,2927.579399
3020,3323,781.4692992,736.5959005
3021,39460,2823.620769,5151.303923
3024,4502,589.7676124,891.3944326
3026,38129,2835.936376,5411.019053
3027,6031,816.1913692,1655.594067
303,4582,593.935901,975.3916865
3030,2185,405.0242465,621.1548913
3032,10431,1210.774292,2564.25515
3033,191,962.2120738,1432.93679
3034,0,877.3246055,1825.366211
3036,2503,261.6649883,443.6355266
3037,45249,3316.69734,6488.234969
3038,7395,695.9478305,1446.905258
304,20801,1944.401736,3335.149881
3042,8998,1131.684934,2523.972274
3046,39881,2748.346658,4620.790587
305,12521,1170.138231,2127.864172
3050,17947,2119.774123,4465.791613
3051,7861,541.2963839,746.6466376
3052,8827,1288.627095,2530.931556
3054,16925,2339.812664,4858.545983
3055,13229,2165.394455,4840.071119
3056,8196,1150.434216,2199.504321
306,14655,1325.437921,2014.509171
3060,3299,1097.505972,2440.52331
3061,4288,675.9405364,1338.637916
3062,14698,1073.344094,1709.424253
3063,7286,1015.732485,1981.856456
3066,5752,938.562007,1910.319273
3068,27213,3010.5382,7211.032821
3069,9566,1110.132343,2149.798259
307,65947,5315.061976,8268.437925
3070,3989,2342.120027,4961.010742
3071,2835,1765.014572,5149.757158
3074,7503,1364.458734,2540.356233
3075,9293,972.8588343,1671.382261
3077,2107,258.7783926,478.6842509
3078,13044,1438.745581,2991.960555
308,10567,1181.461447,2159.905104
3081,15035,1870.6236,4304.92421
3082,28770,1213.947043,2441.036593
3085,7254,1175.472017,2352.174762
3087,4889,704.0291198,1034.935674
3089,9195,919.0664865,1559.496421
309,9640,769.7333251,1286.37981
3091,33586,2198.055215,3648.279252
3092,9460,963.0708716,1883.639851
3094,3205,653.1719758,1232.853898
3095,1650,748.2576266,1061.369291
3096,3696,801.1685048,1058.649006
3097,7022,1151.116371,2262.446692
3098,12295,1102.514996,1727.056513
3099,52094,5400.692217,8393.954654
310,8258,1098.529568,2128.436864
3101,7792,914.6955429,1806.011508
3102,2532,648.6635367,1302.615616
3103,5399,1104.442566,1739.353119
3104,27680,1173.769243,2382.11418
3105,2340,556.8329675,964.5844155
3108,23698,1999.433219,3928.842137
311,250,628.2584938,873.9896484
3110,8462,1159.105139,2380.542417
3112,15474,1473.379409,2800.805404
3115,8964,1094.424741,2183.157543
3117,15924,1533.349539,2847.781717
3118,2979,425.2216268,764.7723259
312,9513,1054.915164,1674.56543
3120,673,1682.498315,3390.402832
3121,12308,1411.287533,2721.235139
3123,9463,1837.031553,4755.966797
3125,8312,571.1348515,716.0882303
3126,11009,1005.133011,1814.936948
3127,12017,1528.747865,3498.98947
3128,1222,1101.832261,2194.271851
313,3362,2422.175028,5700.6418
3130,5983,910.806487,1651.159774
3131,12194,1235.464258,2143.926843
3133,12456,1166.173741,1993.224383
3135,10200,789.6316423,1292.741168
3136,6134,1460.340093,2932.23812
3138,9626,839.6006183,1323.289782
314,9513,1063.122138,1988.900562
3140,9909,780.7226392,1170.094786
3143,9472,878.4860842,1489.656684
3144,21989,1640.630731,2804.496858
3146,5380,1129.957926,1867.240786
3147,8749,1100.951702,1997.563477
3148,8897,1068.03473,2007.541673
315,10789,1018.453321,2051.209405
3150,9042,950.9049345,1525.306734
3151,8499,1151.883833,2358.260233
3152,3681,852.1773904,1569.959651
3153,8689,1229.034662,2523.565414
3154,22612,1807.928811,3424.060165
3155,3274,687.6080183,1101.532566
3156,0,879.5592415,1803.662109
3157,6836,877.4408753,1715.384893
3159,4962,1148.627836,2091.027832
316,7894,2312.644996,4045.112361
3160,22775,3185.479324,5464.451177
3161,3219,705.1775981,1471.123471
3162,14383,1852.360544,4381.757176
3163,8191,1341.058517,2986.31199
3164,14758,1431.764043,2815.793988
3165,8145,737.3335407,1495.984926
3167,16945,1214.431071,2053.830673
3168,9225,1651.3299,3855.646012
3169,7154,854.8893049,1283.00093
317,6551,1304.164118,2850.465566
3170,7983,1276.5794,2161.839971
3171,12811,2103.532735,4736.867782
3172,9886,745.8501861,980.6770487
3176,2135,1133.255207,1774.589269
3177,14384,1888.327349,4005.719838
3178,10535,1161.222123,1665.530266
3179,20413,1833.321097,2624.931822
318,11127,1034.536721,1755.736243
3180,26541,3135.342972,6746.414954
3182,14203,1125.6607,2245.867271
3185,4277,608.3212151,774.279006
3186,11354,1061.740465,1874.200068
3187,15231,1230.002744,2128.895017
3188,8591,1165.020819,2406.600713
3189,6878,1466.30014,4126.958644
319,5111,580.2575437,813.2373047
3190,13792,1118.08729,2107.304545
3191,7042,698.3701166,1025.346991
3192,4129,1535.429193,2834.846191
3194,1922,360.5311112,705.3933536
3195,10567,1172.913368,2064.037696
3196,1219,2271.830801,4135.656738
3197,18561,2319.955827,5195.088103
3199,3487,749.2659615,1460.019895
32,12617,1295.37022,2435.800431
3200,6746,739.6983996,1088.487814
3202,7507,690.380234,1172.500091
3205,2350,268.8836884,493.9178467
3206,6776,832.7653655,1578.56705
3207,1340,744.6018244,1477.787524
3209,15320,1378.887281,2561.514946
3211,6614,3068.057733,5944.173431
3213,12330,1029.184526,1796.087593
3214,10169,1034.554279,1893.747857
3215,26488,2081.021642,3878.16109
3216,52160,3442.631989,5797.39364
3218,7948,1163.329568,2506.652089
322,10977,1219.849739,2450.759383
3220,23050,3464.955724,6557.089428
3221,10271,1108.729931,2115.236323
3223,59388,3915.586104,6738.082541
3225,26382,1865.882041,2909.135742
3226,31161,2784.432646,5709.591805
3227,20570,1560.838175,3999.402386
3229,618,1806.595229,4060.205078
323,14553,1467.571079,2963.09358
3230,8070,941.9954703,1817.464759
3231,8592,1455.692764,3339.394107
3232,2005,870.122203,1625.184144
3233,6116,901.9792807,1707.222212
3235,7910,765.8456316,1332.023328
3236,2050,868.6721364,1659.170427
3237,5874,685.2531034,810.1477582
3238,11857,2089.490638,4976.890207
3239,13182,2113.207557,4719.235521
324,3618,764.6139934,975.6659974
3240,1344,573.2493977,1113.953167
3244,9705,887.8012552,1514.883748
3246,8082,1148.026084,2325.127784
3248,6138,805.3160213,1677.614058
3250,8945,771.3423644,1245.661439
3254,12521,1540.547284,3451.990914
3257,4319,897.1867793,1487.280014
3258,29368,2797.901205,6346.303074
3259,19922,1617.186636,4120.859479
326,8829,1244.394731,2765.842584
3261,5004,995.8646384,2030.220259
3262,8690,1655.995514,2774.194336
3264,38572,2660.541322,4519.725713
3266,10834,2088.505238,5218.930664
3267,22060,1723.460384,3349.587104
3268,12715,1050.74702,1614.334876
327,2542,1656.555862,3632.415027
3270,28427,1984.915129,2979.165464
3271,10809,1347.424503,3032.530358
3272,15735,1879.128253,3932.150136
3273,20901,1624.750607,4345.726825
3275,7745,1146.405515,2221.122889
3276,3607,847.5781792,1490.316109
3277,38607,3550.332298,6925.416013
3278,28200,2432.874216,4845.228414
3279,4105,889.600884,1790.258085
328,9752,1055.100708,1648.819209
3281,6910,1136.027168,2375.705248
3283,9139,1159.609786,2323.338995
3285,3738,1440.646957,2776.68111
3286,15402,1529.211903,3090.813358
3288,39757,2847.877391,5472.182513
329,21337,1468.587538,2206.123471
3291,1636,1947.823229,4524.888611
3292,38079,2454.616388,4880.277139
3293,5412,800.0778527,1713.750896
3294,13190,896.7498448,1458.67407
3296,6916,868.9215165,1735.885425
3297,9646,707.4615771,967.7628537
3298,7253,666.768165,1358.223968
3299,8067,559.5478513,764.4573455
33,11550,1755.31756,4426.56224
330,2895,680.6066887,1280.944718
3301,12251,1953.242103,4636.972444
3302,7205,1404.512117,3372.879798
3305,872,896.2238697,1586.850253
3306,5051,778.6056487,1227.11171
3307,5777,781.1836921,1392.012356
3308,20637,2171.759036,3641.315918
331,16535,1918.896904,4427.195355
3310,22985,3140.999879,5171.34763
3316,11792,1358.136336,2806.11965
3317,1566,1260.068594,2382.317646
3318,1479,3648.505583,7360.048828
3319,6836,899.800246,1781.586213
332,8335,1305.555979,2957.37928
3320,13616,1495.537695,2810.426291
3321,2314,567.8058665,819.2603601
3322,17585,1576.516665,2949.733848
3323,3754,1867.23081,3626.221735
3324,6928,741.3893622,1368.825153
3325,12018,1177.132074,1946.7576
3328,13619,2427.504007,4081.084195
333,55963,3544.300079,6138.537792
3330,5237,1223.869847,2039.994141
3331,8503,686.2155001,957.1680597
3332,5104,2005.948068,3729.793409
3333,13879,1919.639033,4634.881539
3334,6454,1052.883684,2183.214813
3336,27710,1976.179632,3016.864173
3337,8867,1847.513149,3925.3781
3338,3508,881.5986515,1269.256332
334,14545,1452.579825,2917.233601
3343,16900,2124.972225,4733.582192
3344,10643,1204.06523,1458.759973
3345,3350,489.2600761,699.5170262
3347,18423,1674.065213,3248.650214
3349,39814,2840.468289,4990.210598
335,3494,791.7787772,764.4573455
3350,1263,867.8015729,1561.635742
3351,28611,2533.861231,5100.018895
3352,10216,997.9163487,1739.196247
3353,20233,2239.156331,3721.132273
3354,3086,413.5163885,693.5581288
3355,7904,877.6182312,1306.023131
3357,39123,3762.974714,7746.117315
3358,10516,901.2704544,1334.142287
336,19266,1897.546001,4454.876444
3360,18542,1271.428917,1823.831097
3362,3076,513.8009466,874.4713966
3363,3975,395.4571567,520.1984969
3364,9502,1498.411421,3561.568889
3365,7254,942.3371215,1913.477082
3367,11125,917.9943041,1607.281972
3369,18022,1007.637344,1518.749416
337,6086,890.9765481,1641.505854
3370,2439,725.1790464,1169.822926
3371,1385,725.0740072,1082.521973
3373,19599,1672.604203,3264.402386
3375,2974,1218.356348,2214.570313
3376,3946,768.430512,1248.145593
3379,6099,930.61625,1981.210725
338,16254,1073.265247,1944.75504
3381,11369,927.573952,1539.709927
3383,2784,1862.026555,4143.863375
3387,26303,2059.835637,3899.886436
3388,7999,1116.035277,1995.378949
3389,4879,1768.725006,2923.342063
339,7624,917.99959,1835.034604
3390,10123,1321.039509,2961.720448
3392,20387,1528.619737,2397.207244
3394,13664,2132.535966,3855.932357
3395,12919,3354.800602,5760.02417
3397,23373,1873.579234,3507.535439
3398,13331,2338.612917,6003.182139
3399,10210,1406.794694,2868.812529
3400,14171,1388.849489,2518.666992
3401,22000,1977.045887,3955.179807
3404,8312,1140.883764,2083.039434
3406,6633,837.2005772,1422.626953
3407,2170,1051.250594,2289.166737
3409,3437,972.2280931,1958.175659
3413,6182,745.743564,1351.179862
3415,9540,1837.599555,4970.705885
3416,1149,1045.454884,2070.939498
3417,19377,1476.244986,2422.110861
3418,69137,4344.019054,6762.913272
3419,2441,272.9873173,483.6953021
342,9231,1122.224458,2119.897036
3420,19475,1975.886313,4121.374901
3422,17461,2553.041365,4647.850264
3423,673,1575.270835,3677.067006
3425,8317,942.485301,1674.006101
3429,2516,345.2972029,659.9984027
343,9096,1216.113106,1681.021573
3432,11800,2076.040062,4936.515451
3433,9308,1023.638462,1569.708093
3434,10342,1154.479202,2072.461574
3435,17357,1912.357386,2143.177862
3436,12271,1536.304028,2660.69251
3437,2235,264.7902753,480.6600368
3439,15572,2011.847642,4371.927464
3441,7464,725.0837452,862.888502
3442,15342,1235.019567,2157.730038
3443,13136,1197.674371,2247.098557
3444,23146,2347.379365,5207.851987
3445,1935,399.9505447,767.4194336
3446,3392,833.7802275,960.1174213
3449,3503,867.4689963,1160.330395
3451,6197,888.6222142,1542.307872
3452,11677,1159.584689,2038.445355
3453,7840,680.5537352,1331.107022
3454,21438,1584.468937,2465.302097
3455,8418,1879.218017,4102.356063
3458,1669,1169.491285,2352.570584
3459,32936,3079.768497,6071.839905
346,4079,818.6000059,1575.419073
3461,12347,1159.871953,2085.038213
3462,4709,677.8733597,1221.866104
3464,14741,1107.815087,1836.875849
3465,17049,1802.991035,4086.939538
3467,27654,1171.811997,2357.426979
3469,10032,795.6906041,1106.153772
347,10060,1432.429022,2924.89555
3470,3671,1013.727974,1970.788858
3471,12534,1521.445221,3301.508152
3473,5789,513.888855,689.6242357
3474,4193,861.5875788,1527.826577
3475,6666,834.085422,1543.890576
3477,1543,819.2998331,1392.585462
3478,17379,1563.610251,2935.960615
348,9071,1212.765554,2509.023862
3480,13976,1464.003281,3502.180773
3481,7570,533.5010508,755.7524336
3482,26404,2494.602583,4873.993716
3483,28117,2154.652183,3862.489676
3486,6687,612.7293986,1176.709374
3489,5596,2201.518246,3983.009249
349,1762,748.9657711,1238.266846
3491,2729,952.4470147,1911.430664
3492,1196,862.3868273,1445.568617
3493,661,115.3724815,109.9024868
3495,12595,1646.383356,3872.740855
3496,5825,771.7424352,1083.557023
3499,8890,789.3813572,1285.893022
35,31961,3684.339554,7337.563195
350,8579,1154.265011,2407.505732
3501,5519,513.8866441,645.5952096
3503,35628,2680.573165,4687.435037
3504,8031,845.4707285,1440.727327
3507,11010,2057.488732,4929.270903
3508,28960,2200.732812,3966.461831
3509,1229,386.0815864,761.5888247
351,1561,861.241997,1523.888221
3510,3845,750.6517713,1020.851363
3514,23893,3539.190833,7226.495117
3515,3089,417.1876387,721.4482084
3516,13470,1362.857549,2573.311396
3517,62962,3809.217414,6130.346892
3518,34377,2716.05731,4685.37534
3519,4333,420.1114779,592.3062588
352,2090,719.9405817,1490.909052
3520,6068,677.2921402,1052.091688
3522,1312,612.566164,986.7824389
3523,10206,1518.856389,3311.961267
3525,14503,1414.526505,2756.718113
3526,5768,2378.681797,4891.84481
3528,9212,940.4640415,1898.358024
3529,6894,1145.362518,2440.353329
353,1125,1124.572744,2690.238377
3531,15732,1484.885355,2559.043657
3533,11009,1706.562244,4107.973421
3534,4792,861.8208877,1580.428298
3536,53244,3427.135506,6018.959792
3537,9767,1411.847695,3306.407736
3538,39317,2891.661507,5328.063434
3539,4484,764.0468019,1254.199856
354,10151,1025.055448,1809.319591
3540,7506,1052.865615,2408.629203
3542,8870,724.018753,1018.11481
3543,16028,2937.399306,5151.489258
3545,6234,1142.621159,2205.863313
3546,26395,1794.285132,2935.731539
3547,1443,865.3190902,1421.538716
3548,9358,1681.841844,2818.679597
3549,10124,2374.552037,4668.281591
355,3996,1033.406441,1817.84405
3550,4358,1034.06692,2140.721098
3551,2821,796.3619748,919.3131467
3554,4081,382.3206759,523.8696159
3555,4585,930.7131102,1538.106391
3556,5867,740.2359198,1138.045389
356,7118,2575.814047,5960.602521
3560,12676,1465.502778,2938.502038
3561,6312,1142.780502,2456.302789
3566,18674,2346.444601,4521.296726
3567,3233,759.8004157,1108.855431
3568,3157,826.8569786,901.9033229
3569,362,160.947139,82.16945482
357,33997,3049.868061,6005.043387
3574,6574,889.9777389,1768.786556
3577,9856,1260.831543,2629.799701
3579,617,228.9742837,121.2674405
358,6938,1930.715958,5564.357222
3580,5997,938.45605,1841.947905
3582,3612,892.4384003,1797.452045
3583,14634,2287.730226,5693.699614
3584,7580,729.5699054,1204.857165
3585,7881,1020.953633,1727.680664
3587,7273,848.6896129,1284.461293
3588,0,845.9849839,1903.979492
359,3330,487.6319792,695.6784986
3590,23786,2351.585696,5324.131284
3591,4844,736.8931408,1254.667969
3595,9501,1634.086359,3565.404122
3596,4031,643.4680475,1141.173862
3597,3028,767.0013182,1652.969811
3598,50959,3708.088622,6525.059868
3599,3156,1320.512579,3495.423013
36,5812,676.0978517,997.3996426
360,2627,590.6953341,886.1069124
3603,16492,1530.00527,2844.692171
3604,11024,1203.976453,2218.388035
3606,3598,632.9803396,828.0547446
3607,1000,868.4995349,1217.029724
3608,8946,1936.073788,4164.334239
3609,10403,1919.342945,3636.018794
361,16464,1442.858012,2559.072292
3610,10247,2130.095224,3824.24213
3611,11008,1186.840324,2187.996787
3613,18169,1910.673317,4013.995231
3614,6453,668.2579434,723.2659647
3619,18078,1607.548074,2992.241423
3621,18764,2010.769399,4018.095703
3622,10560,1007.235224,1453.865701
3624,6320,714.2574838,978.4500255
3626,792,2146.180819,4294.045733
3627,3914,742.3030845,1376.321022
3628,7611,1268.707798,2984.470746
3629,6887,810.3014556,1444.958107
363,14682,1616.142117,3302.912492
3630,12244,1508.862258,3256.974992
3632,8029,874.1529266,1297.805007
3634,12985,1667.43875,3907.961387
3637,7384,846.9188025,1460.856191
3639,8705,1165.09197,2279.36757
364,512,1076.868215,2108.818359
3640,3865,993.8503176,2049.319523
3642,11570,2066.269203,4906.9932
3644,10470,1670.238941,2855.096565
3645,13467,1261.514987,3335.774032
3646,1396,704.7621603,1212.132091
3647,9370,1255.044494,2601.398183
3648,2029,1566.426827,3101.211914
3649,6179,621.4669132,1209.982754
365,2330,630.6160911,1167.197488
3652,5969,1026.642666,1840.30787
3653,3768,1245.790028,3299.132976
3654,3151,725.7043333,1340.501709
3656,9727,763.6999631,1281.168317
3657,19593,1589.400991,4179.359923
3658,807,470.6216429,714.683891
3659,622,250.5637992,145.148679
366,2240,555.2503288,1127.658341
3660,6655,671.0711765,1383.307859
3661,7688,1233.21444,2864.508959
3662,11381,1972.912822,4525.249448
3663,3068,489.5179566,959.659268
3664,4380,895.4593069,1480.0641
3666,6142,962.5705475,1668.909146
3668,9049,921.4197793,1363.644701
3669,1216,268.6639151,246.0090438
367,7927,2159.636368,4122.672172
3670,11730,1411.867714,2906.888799
3671,18392,1602.899273,2935.662152
3672,14024,1700.291174,3580.940472
3674,8567,774.4922367,1578.9393
3675,7226,1377.022925,3575.542564
3676,10900,1052.593133,1889.741423
3678,3091,1021.653944,2114.835439
3679,8875,1286.857991,2567.977646
368,18153,1920.919168,4048.328091
3680,2784,1106.694026,2412.778229
3681,10174,1320.651213,2954.761167
3682,8708,717.7094813,1198.929807
3683,0,1037.115027,2534.072153
3685,13118,1680.57175,3709.234672
3686,10930,1414.611105,2655.636889
3687,9606,1157.343833,2320.603521
3688,9236,1137.10416,2253.871009
3689,15903,1858.667559,4027.738833
369,15521,2012.529262,4806.398183
3691,5507,767.7723037,1169.37776
3695,7767,2350.435425,4438.334544
3696,6624,790.307322,1563.6198
3697,15436,1630.322628,3457.19585
3698,8872,1498.117475,3307.093389
37,33392,2723.653436,4970.050526
370,3416,1055.088202,1962.758502
3700,34787,3466.230748,6896.466454
3702,10112,1725.792786,2918.722599
3703,5216,919.7767051,1642.827361
3706,3338,1304.606727,3456.995408
3708,2647,686.3563098,1334.915421
3709,4776,846.1749609,1196.209522
371,9041,725.963215,1015.118886
3711,4171,739.3052258,1382.87834
3714,9864,825.1852703,1123.506327
3717,5620,666.7024524,1047.968308
3718,62614,4153.374178,7263.523905
3719,3235,1332.967876,3564.231905
372,14885,1701.734104,3785.119045
3721,2908,1712.653737,4935.659817
3724,7021,2424.001111,4715.524921
3725,8904,2060.862633,4002.588458
3726,3184,1035.643353,1751.315549
3728,2355,268.9471999,474.2458912
3729,3340,726.3363147,1409.623036
3731,3970,1453.657416,3204.076209
3732,9478,1648.140647,3968.382091
3734,13088,1493.742572,2841.602624
3735,18318,1469.6366,2719.643555
3738,11685,2356.132552,3824.501953
3739,1161,289.9885639,255.2776834
374,4970,1729.959819,5025.321285
3741,38188,2829.625284,5435.158003
3742,23705,1923.646879,3659.155533
3745,8763,951.8367676,1676.812373
3747,9244,1180.19753,2365.843665
3749,21870,1772.790044,3314.771357
3750,7926,1153.703772,2285.697969
3751,19311,1675.642656,3121.254974
3752,3204,348.4172819,639.2552649
3753,1097,1176.56873,1787.58212
3754,4814,987.6345412,2191.976994
3756,7410,1231.409133,2235.33373
3758,20471,1078.319532,1667.420148
3759,6108,1100.123301,2067.989268
376,15666,3593.63025,5875.312042
3760,5619,769.14488,1263.437288
3762,10248,1337.436887,2862.418054
3763,6479,983.8170004,2294.51742
3764,806,1120.092333,2444.673913
3765,7839,882.6666712,1311.921854
3766,15044,1777.345403,3878.16109
377,7765,852.8998734,1472.777471
3770,13772,1756.027059,4193.505405
3771,10945,1089.848303,1662.082413
3772,12638,1715.927011,4050.083432
3776,6882,1169.399334,2231.549981
3778,6014,1004.50401,1768.312882
378,10273,1638.282833,3948.794296
3781,30593,2170.01797,4316.061401
3782,2508,2337.836854,4458.537004
3783,10555,1669.03498,2744.567092
3784,11443,939.9930557,1685.893767
3785,12333,1569.101597,2749.852454
3787,7617,578.9895164,819.7793514
3788,4224,1541.30852,3687.170941
3790,6936,813.5273815,1268.589542
3791,28439,2601.952939,5071.818317
3792,3749,358.6716682,450.7929263
3798,4520,1245.988242,3093.823047
3799,11385,1487.964457,3142.874081
38,10057,1491.583807,3146.500297
380,7337,801.6668241,1461.511549
3800,35378,2930.033314,5705.668867
3803,5626,762.832558,1252.075585
3805,32190,2387.136385,4083.194633
3806,153,1292.149668,2698.110352
3808,10963,1286.51829,2638.876862
381,10157,1322.479359,2914.472232
3811,12929,2888.590042,5740.009429
3813,9472,1013.942703,1483.328442
3816,2437,515.4968477,878.9097563
3819,0,1045.790354,2574.773641
382,14894,1829.973932,4313.656097
3820,13856,1186.43142,2047.973698
3821,17757,1244.813851,1761.696883
3822,2218,802.6246355,1680.935669
3823,1276,727.1864572,1348.142059
3827,6981,1412.097208,3716.052441
3828,5653,858.9693299,1980.617782
383,98,701.9023148,1284.543202
3830,23973,1936.16604,3662.276702
3833,13861,1409.905387,2638.103729
3834,12053,1058.051835,1876.56711
3836,4235,672.456822,1080.869439
3838,7070,1616.102887,3526.077615
3839,4344,898.5142716,1629.393427
3840,8774,849.4769936,1256.399406
3842,14112,2482.424408,4052.856445
3843,18282,1919.58485,4030.574652
3844,4199,431.8834002,538.816866
3846,36655,2353.477338,4783.578167
3847,8896,1142.642591,2262.671535
3848,6723,1368.711156,3262.308908
385,4195,786.8472651,1117.85411
3850,19121,1955.67428,4082.431874
3851,13852,1386.138297,2374.207286
3853,1318,900.4301538,1454.319411
3854,9609,976.6412389,1748.770986
3855,8570,1152.784324,2269.863047
3859,6830,675.1720169,1367.845186
386,3371,1329.051244,3495.852531
3860,210,917.4507479,1206.756592
3861,6098,858.9527322,1734.5396
3863,16725,1864.174285,3874.977921
3864,12472,1237.204527,2095.679985
3866,7636,539.3202092,750.3118637
3868,5061,497.1415806,655.8463888
3869,12587,1538.025567,2729.505138
3870,15680,2168.732294,5278.349822
3871,9734,1206.660567,1761.083855
3877,6128,577.0179396,1083.18884
3878,1117,1243.953971,2558.796454
3879,9056,710.674135,929.621595
388,8780,636.262532,798.0457062
3880,268,962.5940179,1525.986328
3881,9580,1230.283789,2586.044073
3882,17649,2616.905519,4403.967285
3883,4497,1167.047526,2464.085003
3884,8071,1393.241681,2889.372156
3885,15899,1218.318414,2590.725204
3886,6332,630.0912438,802.1586277
3887,2890,829.6600135,1549.105061
3888,1517,1243.981039,3253.588486
3889,4029,588.7052307,1350.475119
3890,16792,1994.672794,4597.711117
3891,6649,868.3922231,1610.150991
3893,8972,1089.49628,2124.047639
3894,8929,742.9069996,1068.470667
3895,3694,816.8189633,963.124052
3896,3042,788.9083622,961.3773427
3898,16938,1667.054277,3284.815687
3900,6915,1034.701549,2074.861567
3902,23243,2003.841384,3176.459536
3903,7377,850.578467,1296.401913
3905,16466,2698.303228,6299.179688
3906,7942,1216.227539,1839.497283
3909,5525,973.0575286,1961.926789
391,5692,689.3616848,934.1041101
3910,4561,951.265334,1578.967934
3911,11286,997.2286324,1587.246731
3914,5567,1326.5135,2940.436906
3915,6520,1423.576062,3317.611243
3916,16886,1463.860296,2668.456382
3918,24941,2279.361702,4742.315739
3919,8819,1227.342194,2516.950826
392,15721,2237.645326,3814.584026
3920,7854,555.035171,758.243642
3921,9447,1576.754213,3130.303584
3924,426,829.4277482,1668.634354
3925,6535,624.812041,1069.100627
3927,6042,839.200831,1584.625297
3929,35786,2754.248337,4879.579866
3930,12792,2932.25992,5585.858878
3932,8850,888.2401799,1734.825946
3933,19598,2744.204318,5005.526261
3934,11756,1125.929644,1700.124406
3936,28722,1893.298675,2955.174418
3938,2419,1028.032246,2361.49822
3939,84256,3981.975158,6558.635695
394,15902,1786.146847,3767.709221
3940,51937,3365.568091,5920.600015
3941,10266,1533.384706,3053.533033
3943,13962,1323.651561,2526.780953
3944,7319,674.6042218,860.583626
3945,9044,662.4096416,769.0388781
3947,8230,1106.581969,2402.949431
3948,11529,929.2097001,1622.043139
395,12582,1655.584321,3568.670265
3951,10599,1307.548003,2647.959834
3955,2973,1490.44172,2735.024414
3956,8282,715.1554636,1057.966839
3959,3349,816.6603059,809.8145181
396,9998,984.5893103,1414.719991
3960,20134,1989.393964,4157.769451
3962,38502,3081.318921,5809.19009
3965,8317,925.2817398,1449.122155
3966,13980,1490.648493,2757.030189
3967,3490,1350.798017,3549.31329
3968,3773,859.1378279,1312.294104
3969,5248,671.3890056,1094.822945
397,8040,697.9665734,927.0731175
3970,23632,1763.663307,2988.465311
3972,6601,1214.898949,2525.91345
3973,19429,1836.324814,3666.261889
3975,9972,750.7041924,1055.751104
3978,9688,1819.23514,4861.46422
3981,20890,1643.909741,2739.085853
3982,14127,1486.636115,2766.236413
3983,10965,1077.063173,1525.112517
3984,17893,1311.256362,1937.863451
3985,3386,798.8825711,1724.403872
3986,6262,616.3283171,1198.38575
3987,12156,1228.496626,2046.684146
3988,7398,674.6237031,1375.834234
3992,4021,794.6611669,1254.917629
3993,3106,603.3963257,842.8015526
3994,10264,1137.402891,2186.681174
3997,4785,760.2335423,1583.782694
3998,31530,2497.31752,4550.995669
3999,20551,1610.169081,4049.330301
4,3728,976.9105065,1939.330206
40,38711,2646.75064,4464.301121
400,2214,264.3733087,475.7348893
4000,12101,1095.02408,1896.138969
4001,35245,2726.114936,5422.072001
4002,5970,600.9527871,868.4295005
4003,7036,865.1857185,1619.02771
4004,13204,2134.825484,4765.329059
4006,12845,1650.917494,3498.544182
4009,4771,456.287072,561.4668177
401,10242,946.0058594,1717.0701
4010,17629,2590.202858,4673.392308
4011,4272,1110.458842,1874.761804
4012,1422,308.9477883,365.59634
4014,10104,1270.229489,2556.022418
4015,2214,263.8425999,468.7194175
4017,7780,765.2569064,1429.524069
4018,19548,1592.388223,4128.2472
402,29956,2341.917198,4737.179857
4021,3438,495.5683133,708.4423828
4022,4626,912.2841712,1473.592685
4024,9967,984.6371722,1414.347742
4027,9771,662.793729,810.4731134
4028,13029,1878.218619,4226.468453
4029,6097,832.6876192,1546.146399
4030,4505,701.1120334,1078.406866
4032,10249,1256.89197,1943.314313
4038,11772,1462.33286,3045.512695
4039,7763,855.8594278,1123.56906
4041,11101,950.8878743,1712.482592
4044,10248,1351.489946,3028.879823
4045,23588,3504.497432,6599.984027
4046,4977,1098.378061,2225.734391
4049,2448,1066.31897,1802.983542
4050,6168,570.9804667,821.2264351
4054,6891,891.5607754,1768.87246
4055,567,452.7127409,596.0782138
4056,2381,1555.751531,2966.43693
4057,9710,985.1837863,1897.636931
4058,10530,1173.864976,2324.712126
406,4402,917.8644277,1519.637088
